|character|text|type|character_clean|gender
330|CHRIS|Did you look into it?|speech|CHRIS|M
331|SHERIFF WATKINS|"They did an internal investigation.
That's good enough for me."|speech|SHERIFF WATKINS|?
332|CHRIS|An internal investigation.|speech|CHRIS|M
333|SHERIFF WATKINS|"Chris, I know you're familiar with the
term 'no fly zone'. Hmm? Cause that's
what the casino is. Since the mill closed
down that casino is the main source
of revenue in this town. So, case closed
basically. I'll see ya."|speech|SHERIFF WATKINS|?
334|CHRIS|I'm not gonna let this stand.|speech|CHRIS|M
335|SHERIFF WATKINS|Excuse me? What did you say to me?|speech|SHERIFF WATKINS|?
336|CHRIS|I said I'm not gonna let this stand.|speech|CHRIS|M
337|SHERIFF WATKINS|"You're lucky to be alive right now,
that's all you need to be concentrating
on. This is my town ok, I'm the sheriff
here. I'll tell you what will stand,
not the other way around. Now please
get out of my building."|speech|SHERIFF WATKINS|?
338||INT. FAMILY HOUSE|location||
339||Deni is at the door.|stage direction||
340|DENI|Hey.|speech|DENI|F
341|CHRIS|Hey.|speech|CHRIS|M
342|DENI|This belongs to you.|speech|DENI|F
343||She hands him a leather jacket.|stage direction||
344|CHRIS|"I appreciate that, I thought this was
history."|speech|CHRIS|M
345|DENI|Coulda left it in the trash but I...|speech|DENI|F
346|CONNIE|Deni? Nice to see you dear.|speech|CONNIE|M
347|DENI|Hi Mrs Vaughn.|speech|DENI|F
348|CHRIS|"Can I talk to you outside for a second.
Mom I'll be right back."|speech|CHRIS|M
349||EXT. OUTSIDE THE HOUSE|location||
350|DENI|How you been?|speech|DENI|F
351|CHRIS|Been better.|speech|CHRIS|M
352|DENI|Talked to the sheriff yet?|speech|DENI|F
353|CHRIS|"Well I went down to the police station
and I talked to somebody with a badge.
Sure as hell didn't seem like much of
a sheriff."|speech|CHRIS|M
354|DENI|"He's up for re-election you know. Maybe
you could take his job."|speech|DENI|F
355|CHRIS|Somebody ought to. How about you?|speech|CHRIS|M
356|DENI|"Sunshine and pine trees. Been readin
these books, teach you how to cultivate
happiness. Books on the future, go with
the flow, that sorta thing."|speech|DENI|F
357|CHRIS|Is it workin?|speech|CHRIS|M
358|DENI|I have my moments.|speech|DENI|F
359|CHRIS|So the casino huh?|speech|CHRIS|M
360|DENI|Yep. Been there almost a year.|speech|DENI|F
361|CHRIS|Treatin you good?|speech|CHRIS|M
362|DENI|Lot better than it treated you.|speech|DENI|F
363|CHRIS|"I like that. Jay Hamilton's done well
for himself hasn't he."|speech|CHRIS|M
364|DENI|Yea, he's a real go-getter that one.|speech|DENI|F
365|CHRIS|Must be. I heard he got you.|speech|CHRIS|M
366|DENI|"Lasted about 8 minutes, a long long
time ago."|speech|DENI|F
367|CHRIS|You still work for him though.|speech|CHRIS|M
368|DENI|Rent's gotta be paid Chris.|speech|DENI|F
369|CHRIS|Suppose so.|speech|CHRIS|M
370|DENI|Hope to see you around.|speech|DENI|F
371|CHRIS|Do you?|speech|CHRIS|M
372||She begins to drive off.|stage direction||
373|CHRIS|Thanks for the jacket.|speech|CHRIS|M
374||She toots the horn as she goes.|stage direction||
375||INT. FAMILY HOUSE|location||
376||Connie is on the phone.|stage direction||
377|CONNIE|And where is he?|speech|CONNIE|M
378||EXT. OUTSIDE SOME GARAGE|location||
379||"The Vaughn's truck pulls up at speed. They enter a garage, Pete
is on a stretcher."|stage direction||
380|MICHELLE|"It's ok mom he's stabilised. (To Chris)
It was close. Crystal Meth."|speech|MICHELLE|M
381|PETE|I'm sorry. I never did it before.|speech|PETE|M
382|KID|"It's true. We mighta kinda pushed him
into it."|speech|KID|F
383||Chris approaches the kid.|stage direction||
384|CHRIS|Where'd you get the drugs?|speech|CHRIS|M
385|KID|I'm not really sure...|speech|KID|F
386|CHRIS|Stop. Where?|speech|CHRIS|M
387|KID|"From the security guys workin at the
casino."|speech|KID|F
388||Chris gets into his truck.|stage direction||
389|CONNIE|Chris, wait. Call the police.|speech|CONNIE|M
390|CHRIS|No, that won't do any good.|speech|CHRIS|M
391||Chris speeds off. He pulls up at their home and enters the garage.|stage direction||
392|DAD|Is Pete ok?|speech|DAD|M
393|CHRIS|He'll be fine.|speech|CHRIS|M
394||Chris is searching about and forces open a cupboard.|stage direction||
395|DAD|What are you doin?|speech|DAD|M
396||Chris pulls out a shotgun and loads it.|stage direction||
397|DAD|"Aw Chris not like this. Chris listen
to me. If you go outta here with that
gun, they're gonna.. ne... Chris!"|speech|DAD|M
398||"Chris drives to the casino, he cocks the shotgun but decides
to leave it in the truck. Instead he takes a piece of wood from
the back of his truck. He enters the casino with it. He smashes
a fruit machine. A guard comes up and Chris beats him. A fight
scene breaks out with Chris beating the guards and generally
trashing the place. He takes back his special forces dogtag from
the guard who stole it. Chris hurls his piece of wood at the
VIP lounge window, smashing it to pieces. Jay emerges from behind
it."|stage direction||
399|JAY|"Guess that changes our relationship
a bit huh?"|speech|JAY|M
400||"Chris leaves. As he drives off in his truck, police cars appear
with sirens going. He pulls over."|stage direction||
401|SHERIFF WATKINS|"You should NOT have come looking for
trouble. Keep your hands up, get out
of the vehicle now Chris! NOW!"|speech|SHERIFF WATKINS|?
402||INT. POLICE STATION ROOM|location||
403|LAWYER|"I advise you to give this offer more
than a little serious thought. If you
go to trial you stand to do 18 years.
This is a sweet plea, normally they
wouldn't even put it on the table but
your military record can't be ignored.
Three months home arrest, some community
service. Pretty generous offer Chris."|speech|LAWYER|F
404|CHRIS|But I'd have to plead guilty.|speech|CHRIS|M
405|LAWYER|"Look at it from the other side. There's
over a dozen witnesses, none of em are
gonna paint a very flattering picture."|speech|LAWYER|F
406||We see a montage of casino workers badmouthing Chris.|stage direction||
407|WORKER|He started bustin up the machines...|speech|WORKER|?
408|GIRL|There was a gunshot..|speech|GIRL|M
409|WORKER|Went crazy...|speech|WORKER|?
410|GIRL|Complete psychopath.|speech|GIRL|M
411|CHRIS|"They're only offering me this deal just
to keep me quiet."|speech|CHRIS|M
412|LAWYER|Well I still say you should take it.|speech|LAWYER|F
413|CHRIS|I wasn't wrong. And I won't say I was.|speech|CHRIS|M
414||INT. COURTROOM|location||
415|CASINO GUARD|"Our job is to keep order. But there
was no chance of that. Me and my men
we were just tryin to control him. He
was highly trained, violent, very dangerous
person."|speech|CASINO GUARD|?
416|PROSECUTOR|"So dangerous, so violent, so highly
trained that he despatched six of the
casino staff single handedly. His weapon
of choice a simple piece of cedar. Which
in his hand became a devastating force
with one aim, to hurt people, destroy
property."|speech|PROSECUTOR|?
417|WORKER|"He went directly for everything. He
just came in and took over the place."|speech|WORKER|?
418|PROSECUTOR|You said he broke your arm.|speech|PROSECUTOR|?
419|WORKER|"Yea that's correct, my right forearm.
Both bones with a single shot. It was
crazy."|speech|WORKER|?
420|CASINO GUARD 2|"You know, toss out a coupla drunks now
and then. Guys try to grope the girls,
but ah nothing with this sort of violence."|speech|CASINO GUARD 2|?
421|PROSECUTOR|"Did he give you any kind of advanced
warning? A chance to defend yourself."|speech|PROSECUTOR|?
422|CASINO GUARD 2|"We tussled, but he's a big guy. He was
on a mission. Besides, he seemed to
be too busy enjoying himself from what
I could see."|speech|CASINO GUARD 2|?
423|PROSECUTOR|"So from what you saw, it seemed like
he had some kinda purpose?"|speech|PROSECUTOR|?
424|CASINO GUARD 2|I think he had a point to prove yeah.|speech|CASINO GUARD 2|?
425|WORKER|"I was emptyin machines when Mr Vaugh
came in and started swingin."|speech|WORKER|?
426|GIRL|I was tryin to get outta there.|speech|GIRL|M
427|JUDGE|"Mr Crow, you may present your client's
case."|speech|JUDGE|?
428|CHRIS|(To his lawyer) You're fired.|speech|CHRIS|M
429|CHRIS|"Your honor, I'd like to plead my own
case."|speech|CHRIS|M
430|JUDGE|"Order, order. Mr Vaughn, if you choose
to represent yourself and not be represented
by legal counsel you realise that you
can't then claim a mistrial on that
basis."|speech|JUDGE|?
431|CHRIS|Yes I do.|speech|CHRIS|M
432|JUDGE|Very well Mr Vaughn.|speech|JUDGE|?
433|CHRIS|"I don't deny anything that was said
here today."|speech|CHRIS|M
434|JUDGE|"Does that mean you're changing your
plea to guilty?"|speech|JUDGE|?
435|CHRIS|"I'm not guilty of anything. Except standing
up for myself when the law wouldn't."|speech|CHRIS|M
436|OPPOSITION|"Objection. He's trying to introduce
prior events your honor."|speech|OPPOSITION|?
437|JUDGE|Sustained. Mr Vaughn stay on point.|speech|JUDGE|?
438|CHRIS|"I grew up in this town. People used
to walk tall in this town, they wouldn't
have traded the mill for a crooked casino."|speech|CHRIS|M
439|JUDGE|"Mr Vaughn we're not here to listen to
civic speeches."|speech|JUDGE|?
440|CHRIS|"And they wouldn't have stood around
while drugs were being sold to kids."|speech|CHRIS|M
441|OPPOSITION|Objection.|speech|OPPOSITION|?
442|JUDGE|"Sustained. Mr Vaughn you're close to
being held in contempt."|speech|JUDGE|?
443|CHRIS|"I was justified in what I did, and if
you acquit me of these charges I'm gonna
run for sheriff. And if elected, I'm
gonna fix this town."|speech|CHRIS|M
444|JUDGE|"Order, order. Mr Vaughn you are now
charged with contempt."|speech|JUDGE|?
445|CHRIS|"And I will make sure that THIS (He opens
his shirt revealing huge scarring) never
happens to anyone again without punishing
those who did it."|speech|CHRIS|M
446|JUDGE|"I order the jury to ignore what they
have just seen. Mr Vaughn take your
seat. Order! Order!"|speech|JUDGE|?
447|JUDGE|Mr Forman, has the jury reached a verdict?|speech|JUDGE|?
448|FORMAN|We have your honor.|speech|FORMAN|?
449|JUDGE|Will the defendant please rise.|speech|JUDGE|?
450|FORMAN|"We find the defendant Chris Vaughn not
guilty."|speech|FORMAN|?
451||"The crowd breaks into cheer. Chris takes a tag from his piece
of cedar wood which is laying on the evidence table."|stage direction||
452|CHRIS|This is mine.|speech|CHRIS|M
453||The crowds fade away with chants of 'Sheriff Vaughn'.|stage direction||
454||EXT. POLICE STATION|location||
455||"Chris pulls up to the station in his police truck, it's clear
he's now the sheriff."|stage direction||
456|WATKINS|Sheriff.|speech|WATKINS|M
457|CHRIS|Watkins.|speech|CHRIS|M
458|WATKINS|"Well you won the election, congratulations.
We do have a tradition of professional
courtesy up here, and I can personally
vouch for each and every one of these
men. They're good deputies."|speech|WATKINS|M
459|CHRIS|You're all fired.|speech|CHRIS|M
460||INT. POLICE STATION|location||
461||Chris takes a look around.|stage direction||
462||EXT. A COUNTRY ROAD|location||
463||"Jay is speeding along in a sportscar. He is pulled over by a
police truck."|stage direction||
464|JAY|Hey Chris.|speech|JAY|M
465|CHRIS|License and registration please.|speech|CHRIS|M
466|JAY|You're joking right?|speech|JAY|M
467|CHRIS|License and registration.|speech|CHRIS|M
468||Jay hands it over.|stage direction||
469|JAY|What's the problem sheriff?|speech|JAY|M
470|CHRIS|"You. And the drugs you're pedalling
out of your casino."|speech|CHRIS|M
471|JAY|"Oh. Only thing that's going on in my
casino right now is reconstruction.
You took care of that."|speech|JAY|M
472|CHRIS|"Yea that's right and I plan on taking
care of everything else too."|speech|CHRIS|M
473|JAY|"If you can, try to think this through.
A casino is a license to print money.
Why would I jeopardise that by selling
drugs?"|speech|JAY|M
474|CHRIS|"Cause you owned the town Jay. It's changed
now."|speech|CHRIS|M
475|JAY|"Really? See the only thing that I think
has changed around here is that every
morning you get to wake up and put on
that nifty lil badge. But underneath
that badge is the same guy that couldn't
make it playing college football, apparently
couldn't make it in the army and not
gonna make it as a cop."|speech|JAY|M
476|CHRIS|Is that right?|speech|CHRIS|M
477|JAY|"Yea, and if you push too hard you're
gonna be a man who doesn't live to see
40. License please."|speech|JAY|M
478||Chris hands it over.|stage direction||
479|JAY|Thanks sheriff.|speech|JAY|M
480|CHRIS|"Sir get your tail lights fixed, it's
your last warning."|speech|CHRIS|M
481|JAY|What's wrong with my tail lights?|speech|JAY|M
482||"Chris smashes up the back end of Jay's car with his trusty piece
of cedar wood."|stage direction||
483|CHRIS|They're broken.|speech|CHRIS|M
484||EXT. RAY'S PLACE|location||
485|RAY|Mornin sheriff.|speech|RAY|M
486|CHRIS|Mornin deputy.|speech|CHRIS|M
487||Chris tosses Ray a badge.|stage direction||
488|RAY|"No, nope, no. Come on man you know I
hate cops. You been sheriff 2 minutes
and I'm already startin to hate you.
I'm a convicted felon."|speech|RAY|M
489|CHRIS|I got a lil pull around here.|speech|CHRIS|M
490|RAY|"Oh now you're a CROOKED cop doing favours
for friends. That's how it starts. See
next thing you know you'll be taking
bribes, setting up roadblocks, frisking
dudes crotches."|speech|RAY|M
491|CHRIS|Are you done? Ray I need your help.|speech|CHRIS|M
492|RAY|Oh don't do that.|speech|RAY|M
493|CHRIS|I need you to take me to drugs school.|speech|CHRIS|M
494|RAY|I get to wear a uniform?|speech|RAY|M
495||A montage ensues, with Chris and Ray busting various drug dealers.|stage direction||
496||EXT. DEALER'S HOUSE|location||
497|CHRIS|You're SURE you're not carrying anything.|speech|CHRIS|M
498|BOOTH|I don't have shit.|speech|BOOTH|M
499|CHRIS|Officer.|speech|CHRIS|M
500|RAY|Yeah.|speech|RAY|M
501|CHRIS|Search him.|speech|CHRIS|M
502|RAY|"Oh. Spread your legs, arms down. Been
workin out? Nothin there. Ohhhh somebody
needs a BATH!"|speech|RAY|M
503|BOOTH|"Now you read me my rights and take me
in. And I call my lawyer."|speech|BOOTH|M
504|RAY|"K. I have a hunch there may be somethin
else in here (Pats the dealer's truck)."|speech|RAY|M
505|CHRIS|Could be.|speech|CHRIS|M
506||"Music plays while the two chop up the dealer's car into pieces
while laughing."|stage direction||
507|RAY|"He's clean. Guess we gotta move to plan
B."|speech|RAY|M
508|BOOTH|"Screw you, I do have a bit of information
for you. It's not just me actually,
there's a whole lotta people in on this
one."|speech|BOOTH|M
509|CHRIS|Spit it out.|speech|CHRIS|M
510|BOOTH|You're gonna get hurt.|speech|BOOTH|M
511||INT. FAMILY HOUSE|location||
512||Chris is in the room with a shotgun.|stage direction||
513|DAD|Why does it always have to be your fight?|speech|DAD|M
514|CHRIS|You might need this.|speech|CHRIS|M
515|DAD|No. I put my guns down a long time ago.|speech|DAD|M
516|CHRIS|You're just being stubborn.|speech|CHRIS|M
517|DAD|"You and me both boy. Chris, listen.
You be careful."|speech|DAD|M
518|CHRIS|I will.|speech|CHRIS|M
519||INT. POLICE STATION|location||
520||Booth is locked up, Ray is taunting him through a loudspeaker.|stage direction||
521|RAY|"Please step away from the vehicle. Now
Mr Booth are you still upset over that
body cavity search? WOOOOOOOO! I forgot,
you got no vehicle. Please disperse,
there is nothing to s..."|speech|RAY|M
522||Chris has walked in.|stage direction||
523|CHRIS|Can I talk to you?|speech|CHRIS|M
524|RAY|Yeah.|speech|RAY|M
525|CHRIS|Over here?|speech|CHRIS|M
526|RAY|Sure.|speech|RAY|M
527|CHRIS|"I'm gonna stay with him tonight. I need
you to take care of my parent's place."|speech|CHRIS|M
528|RAY|"You think they're gonna take it that
far?"|speech|RAY|M
529||Chris hands him the shotgun.|stage direction||
530|RAY|I'm with you man, I'll check in later.|speech|RAY|M
531|CHRIS|Kay.|speech|CHRIS|M
532||"NIGHT TIME
Deni comes into the police station."|stage direction||
533|DENI|Don't shoot.|speech|DENI|F
534|CHRIS|Hey|speech|CHRIS|M
535|DENI|"Hi. How's the food around here? Brought
you special treats. Salmon, Fried Chicken,
Potato Salad. You got cups?"|speech|DENI|F
536|CHRIS|Don't you have to work tonight?|speech|CHRIS|M
537|DENI|"Hmm I quit. I figured you know, you
were making some changes around here,
I could make a few myself."|speech|DENI|F
538||Chris grabs her and they kiss.|stage direction||
539||INT. FAMILY HOUSE|location||
540||Ray is on the couch and has just woken to a noise.|stage direction||
541|RAY|Who's that?|speech|RAY|M
542|PETE|It's Pete. Want something to eat?|speech|PETE|M
543|RAY|No I'm good man.|speech|RAY|M
544||INT. POLICE STATION|location||
545|CHRIS|I gotta get a bigger bed.|speech|CHRIS|M
546|DENI|No, no you don't.|speech|DENI|F
547||EXT. WILD CHERRY CASINO|location||
548||Jay calls a number on his celphone.|stage direction||
549|JAY|Do it.|speech|JAY|M
550||INT. POLICE STATION|location||
551|DENI|I'm hungry.|speech|DENI|F
552|CHRIS|Got leftovers...|speech|CHRIS|M
553|DENI|"Mm mmm, I want pancakes, and eggs, and
bacon."|speech|DENI|F
554||A loud explosion happens, it's Chris' police truck outside.|stage direction||
555|BOOTH|"WOOOOOOOOOOOO! I told you Vaughn! Uh
ohhhh. Who needs to step away from the
vehicle now Vaughn? Truck for truck
baby, that's right, truck for a truck."|speech|BOOTH|M
556||"Chris steps towards the front of the building but men outside
open fire, Chris ducks for cover."|stage direction||
557|CHRIS|(To Deni) Get down!|speech|CHRIS|M
558||INT. FAMILY HOUSE|location||
559|RAY|Pete, somethin's burnin.|speech|RAY|M
560||INT. POLICE STATION|location||
561||"Men with machine guns are still firing at the police station.
Deni's screaming, Booth is cheering."|stage direction||
562|CHRIS|Take that and get in there.|speech|CHRIS|M
563||Chris gives Deni a pistol.|stage direction||
564||INT. FAMILY HOUSE|location||
565|RAY|Pete?|speech|RAY|M
566||"Ray steps into the kitchen but gunmen have infiltrated the home.
A fight breaks out and Pete flees. Ray jumps onto the back of
a gunman."|stage direction||
567||INT. POLICE STATION|location||
568||"Chris shoots up the floor with a shotgun and breaks a hole in
it."|stage direction||
569||INT. FAMILY HOUSE|location||
570||"Ray stabs the gunman with a potato peeler and knocks him out
with a frying pan."|stage direction||
571||INT. POLICE STATION|location||
572|CHRIS|(To Deni) Come here.|speech|CHRIS|M
573||They get down into the hole in the floor.|stage direction||
574|CHRIS|"When I say 'now' start shooting, over
there. Stay low."|speech|CHRIS|M
575||Booth is now under fire and is scared.|stage direction||
576|BOOTH|Vaughn you gotta get me outta here!|speech|BOOTH|M
577||INT. FAMILY HOUSE|location||
578||"Two other gunmen in stocking masks are holding the family hostage
upstairs."|stage direction||
579|DAD|I know who you are.|speech|DAD|M
580|GUNMAN|Oh yeah?|speech|GUNMAN|M
581||The gunman takes off his mask and hits him with a pistol.|stage direction||
582|GUNMAN|(Calling downstairs) Burke?|speech|GUNMAN|M
583|GUNMAN 2|Check it out.|speech|GUNMAN 2|M
584||"He goes downstairs to find Burke dead on the kitchen floor. He
follows traces of blood across the floor."|stage direction||
585||INT. POLICE STATION|location||
586||Chris is making his way towards Booth under fire.|stage direction||
587|BOOTH|C'mon! Get me outta here man!|speech|BOOTH|M
588|CHRIS|"What's it worth to you? Where's the
lab?"|speech|CHRIS|M
589|BOOTH|Screw you!|speech|BOOTH|M
590||Gunshots hit near booth.|stage direction||
591|BOOTH|"Ok! Ok! Hamilton's operation is at the
mill ok! It's at the mill now get me
outta here."|speech|BOOTH|M
592||INT. FAMILY HOUSE|location||
593||"The gunman enters a room, Ray is there pointing a shotgun at
him."|stage direction||
594|RAY|Drop it!|speech|RAY|M
595||INT. POLICE STATION|location||
596|CHRIS|Stay down!|speech|CHRIS|M
597||Booth is standing and gets shot dead.|stage direction||
598||INT. FAMILY HOUSE|location||
599||"Ray shoots the gunman, who falls to the floor.
UPSTAIRS"|stage direction||
600|MICHELLE|Ray!|speech|MICHELLE|M
601|GUNMAN 2|Stay down!|speech|GUNMAN 2|M
602||INT. POLICE STATION|location||
603||Booth is dead so Chris leaves him there.|stage direction||
604||INT. FAMILY HOUSE|location||
605|RAY|"(To gunman's body on the floor) Hey..
you okay?"|speech|RAY|M
606||"UPSTAIRS
Gunman 2 looks away for a second and Michelle kicks him down
the stairs. As he tumbles down Ray reloads his shotgun. The two
begin firing at each other, taking cover behind the furniture."|stage direction||
607||INT. POLICE STATION|location||
608|WATKINS|"Tried to warn ya Chris. Didn't want
this to happen."|speech|WATKINS|M
609||"One of the men outside has a canister. Watkins gives him the
nod and he begins walking towards the station. Chris is beneath
the floor and shoots him in the legs. The two remaining men outside
open fire again. Another gunman tries to approach but he's shot
in the legs as well. Watkins enters the station and fires repeatedly
at the floor."|stage direction||
610|WATKINS|Come get some! WOOOOOOOOO!|speech|WATKINS|M
611|CHRIS|Deni! Now!|speech|CHRIS|M
612||"Deni fires off some shots. Watkins is distracted by the shots,
Chris appears in the floor hole and blasts Watkins at close range
with a shotgun."|stage direction||
613|CHRIS|Deni.... Deni.|speech|CHRIS|M
614||Chris climbs out of the hole and they hug.|stage direction||
615||INT. FAMILY HOUSE|location||
616||"Shots are still being fired in the lounge. Ray and the gunman
begin to wrestle. Ray wins and punches the man repeatedly. Chris
has come back to the house and tries to pull Ray off the man,
Ray mistakenly hits Chris in the face."|stage direction||
617|RAY|I'm sorry!|speech|RAY|M
618||"Chris helps Ray over to a chair, Ray has taken a shot to the
leg.
The injured gunman from the kitchen appears brandishing a pistol."|stage direction||
619|GUNMAN|You stabbed me... with a potato peeler??|speech|GUNMAN|M
620||"Chris and Ray hold up their hands. He aims at Ray but he's shot
in the back of the head by Dad who is approaching down the stairs."|stage direction||
621|CHRIS|You gonna be ok?|speech|CHRIS|M
622||Dad nods.|stage direction||
623||EXT. THE MILL|location||
624||"Chris is in a police car driving at speed. He approaches the
mill and busts through the locked gates."|stage direction||
625||INT. THE MILL|location||
626||"The mill is dark, Chris is finding his way around using a torch.
He finds Jay sitting."|stage direction||
627|JAY|Hey Chris.|speech|JAY|M
628|CHRIS|Get up Jay.|speech|CHRIS|M
629|JAY|"Just a sec. Remember we used to play
hide n seek up here?"|speech|JAY|M
630||Jay hits a metal saw which resonates making a metallic sound.|stage direction||
631|JAY|That was my favourite sound.|speech|JAY|M
632|CHRIS|Get up!|speech|CHRIS|M
633||Jay stands up and holds up his hands.|stage direction||
634|JAY|Look... Chris... just...|speech|JAY|M
635||"Jay hits a switch on the floor which opens a hatch. Chris falls
into the hatch but hangs onto the saw which is swinging over
it.
Jay hits more switches, powering up the machinery."|stage direction||
636|JAY|"You wanna know what my new favourite
sound's gonna be? The sound of you screaming
like a little bitch."|speech|JAY|M
637||"Jay hits Chris in the stomach with a pole a few times. Chris
grabs the pole and they both fall. Chris has hurt his leg. Chris
stumbles off into the woods. Jay grabs an axe and goes after
him, he swings the axe but misses and they both fall down a large
earthy embankment. At the bottom they come to their senses and
begin fighting again, Jay with his axe and Chris with a log he's
ripped off a tree. Chris knocks Jay out by hitting him hard in
the legs."|stage direction||
638|CHRIS|"You're right Jay, this does change our
relationship. This is my town, you're
under arrest."|speech|CHRIS|M
639||INT. WILD CHERRY CASINO|location||
640||Chris and Ray are packing everything, the place is boarded up.|stage direction||
641|CHRIS|That oughta do it. WHAT are you doin?|speech|CHRIS|M
642|RAY|"Gettin some souvenirs, I'm gonna miss
the place!"|speech|RAY|M
643|CHRIS|"That's how it starts. Next you'll be
accepting bribes, setting speed traps
all over town, cuttin up trucks. Not
to mention the cavity searches."|speech|CHRIS|M
644|RAY|"Speakin of which, do you think Jay's
got a casino in the pen?"|speech|RAY|M
645|CHRIS|Could be.|speech|CHRIS|M
646|RAY|"Runnin the shower tower with the felons.
He's probably blowin on somebody's dice
right now."|speech|RAY|M
647||They laugh as they drive off. The mill makes a horn noise.|stage direction||
648|RAY|That's lunch.|speech|RAY|M
649|CHRIS|"Let's go pick my old man and grab somethin
to eat."|speech|CHRIS|M
650|RAY|I'm with ya buddy.|speech|RAY|M
